ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,AQDFJkbm1eBQ1CRPvVqmpWPeDpvAAsbLzE,2000.000000000
AJgypEEMZUXiHSj6qMMHPEFeu5fUcQm7QM,AL4P9DJUVhpuBLsGqYm9NTP644qC6fDPvi,83142.000000000
AWQGu3M9rWj1sRCfqmrERuEiqJGupBBCHs,AWQGu3M9rWj1sRCfqmrERuEiqJGupBBCHs,1.000000000
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,1.000000000
AUijWqkPwpKcTVS1XZQLPKnjYcwUguM1Hu,ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,10.000000000
AZgJuzcH7YKKZR9ujSqSGArPpFBwJ469oq,AT3AkZiXRWHXeikNKNgRTzFeudFnQBXYjr,480.000000000
AKtgdmiAJJnVJGjscWMBWVAb53diWYxZqz,AJgypEEMZUXiHSj6qMMHPEFeu5fUcQm7QM,2999.000000000
AFmseVrdL9f9oyCzZefL9tG6UbvhUMqNMV,AaCv7WbwNrSQeCzCgVbQEAQ56171C3heAQ,0.000665730
AFmseVrdL9f9oyCzZefL9tG6UbvhUMqNMV,AFudowJcwS65NY6bzLbErKMbbPwhpGUBcT,1.851211250
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,1.000000000
AKxVv9ti4na6SJdPg9SWttJLE1Web869fS,ASrf9ATha6XMUDSP2kmKKmZdZNqCHHTYCW,6952.000000000
ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,AKtgdmiAJJnVJGjscWMBWVAb53diWYxZqz,2999.000000000
AFmseVrdL9f9oyCzZefL9tG6UbvhUMqNMV,AVuDDnM8BCu6reaPKup5KpuDUmqXh7ao2v,0.815721750
AFudowJcwS65NY6bzLbErKMbbPwhpGUBcT,AFudowJcwS65NY6bzLbErKMbbPwhpGUBcT,1.000000000
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,1.000000000
Ac2GCFxbWMzudiAQVjzSQJWdrgnxKkdiAU,AdY5FVAK8pu2Jfr9n5ovbPYEpN61946sPr,8.600000000
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AKaTu6MmDJC9K5KuHUSYCosmcAzEmtxDLz,0.187630392
AFmseVrdL9f9oyCzZefL9tG6UbvhUMqNMV,AHSDEKGVmfJgMwtd3AUtbwTZyg1LCm97yH,0.000034440
ALXPkUTq6WTSE2ohyRtE4NH8VPdEzegRwG,ALZbJim1Ps8MyJcJuxB7Q8j6nNmUVY1XSV,0.050000000
ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,AWpmxtop1DaiYV4WHWhmTgWmB5BrTVmrJG,498.000000000
ANhgsb4vn6DGbkXMSPPLxn2UWWMQhWrsFQ,ANhgsb4vn6DGbkXMSPPLxn2UWWMQhWrsFQ,1.000000000
AFmseVrdL9f9oyCzZefL9tG6UbvhUMqNMV,AUrzxWc9AFxX1sB71egfriMFctz8eNEt6V,0.152076210
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,1.000000000
ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,Af78DEaPEcjNtLjWWimUadPkcrLrqTebTJ,4.000000000
AaQrSJjxVpsn6jzdSxiuNkuyjWbM8CH6qT,AbbDeNaiyKchX8Z7kasDeszZkE1mjv9GTG,1.600582400
AWKQHsAZmtMZEENNVsEjkcwV7WvX2DwzzL,Ad9p5M83ZHFm82odeFJpqgmgSiJuGEf53Q,689.801507800
AaxvjJyXrR4TqjqyKhvEGVGERH76PCsApR,AJgypEEMZUXiHSj6qMMHPEFeu5fUcQm7QM,12931.000000000
AS4FcRCaAEaWM4jXXU1UKnvpBWp3Pn411v,AaSrUbVZBKWGq7eYEpes9TkxTXvGFxZPV1,700.000000000
ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,AQRATTtUty38gwFBsZSDuCUBEdbQpHs6N6,510.000000000
AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK,1.000000000
ASLbwuar3ZTbUbLPnCgjGUw2WHhMfvJJtx,APcCkuDwYnATkQsQwrnKYf5kXBTRo2aXdz,499.000000000
AVuDDnM8BCu6reaPKup5KpuDUmqXh7ao2v,AVuDDnM8BCu6reaPKup5KpuDUmqXh7ao2v,1.000000000
